Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),vehicle_key,demand_target,revenue_target,car_price
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,M5,X,211,STATION WAGON - SMALL_X_M5_medium,2885,88281000.0,30600.0
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,X,194,MID-SIZE_X_AV6_medium,3996,131268600.0,32850.0
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,222,MID-SIZE_X_M6_medium,3223,105875550.0,32850.0
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,241,MID-SIZE_X_AV6_xlarge,3200,126720000.0,39600.0
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,198,SUV - SMALL_X_AV6_medium,4544,149270400.0,32850.0
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,229,SUV - SMALL_X_M6_medium,3938,129363300.0,32850.0
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,247,SUV - SMALL_X_AV6_xlarge,3158,125056800.0,39600.0
SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,255,COMPACT_Z_AV8_medium,3556,121259600.0,34100.0
SUBARU,WRX AWD,COMPACT,2.0,4,M6,Z,235,COMPACT_Z_M6_medium,3745,127704500.0,34100.0
SUBARU,WRX AWD,COMPACT,2.5,4,M6,Z,285,COMPACT_Z_M6_medium,3318,120609300.0,36350.0
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,310,SUV - STANDARD_X_AS5_xlarge,1898,101353200.0,53400.0
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,310,SUV - STANDARD_X_AS5_xlarge,2388,127519200.0,53400.0
TOYOTA,86,MINICOMPACT,2.0,4,AS6,Z,204,MINICOMPACT_Z_AS6_medium,1331,61359100.0,46100.0
TOYOTA,86,MINICOMPACT,2.0,4,M6,Z,232,MINICOMPACT_Z_M6_medium,1726,79568600.0,46100.0
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,226,MID-SIZE_X_AS6_large,3310,129586500.0,39150.0
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,199,MID-SIZE_X_AS6_medium,4103,134783550.0,32850.0
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,224,MID-SIZE_X_AS6_large,3455,135263250.0,39150.0
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,137,MID-SIZE_X_AV_medium,4139,135966150.0,32850.0
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,141,MID-SIZE_X_AV_medium,4209,138265650.0,32850.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,174,MID-SIZE_X_AV_medium,4353,129284100.0,29700.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,178,MID-SIZE_X_AV7_medium,4248,126165600.0,29700.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,176,MID-SIZE_X_M6_medium,4141,122987700.0,29700.0
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,163,MID-SIZE_X_AV_medium,4280,127116000.0,29700.0
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,168,MID-SIZE_X_AV_medium,4530,134541000.0,29700.0
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV7,X,176,MID-SIZE_X_AV7_medium,4156,123433200.0,29700.0
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,M6,X,185,MID-SIZE_X_M6_medium,4184,124264800.0,29700.0
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,243,SUV - SMALL_X_AS8_large,3974,155582100.0,39150.0
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS8,X,251,SUV - STANDARD_X_AS8_large,2418,123680700.0,51150.0
TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,247,SUV - STANDARD_X_AS8_large,2341,119742150.0,51150.0
TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,242,SUV - STANDARD_X_AS8_large,3038,155393700.0,51150.0
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,193,SUV - STANDARD_X_AV6_large,3045,155751750.0,51150.0
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,105,MID-SIZE_X_AV_medium,4831,143480700.0,29700.0
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,120,COMPACT_X_AV_small,5082,144074700.0,28350.0
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,135,STATION WAGON - MID-SIZE_X_AV_medium,3652,108464400.0,29700.0
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,217,SUV - SMALL_X_AS6_medium,4358,143160300.0,32850.0
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,210,SUV - SMALL_X_AS6_medium,4223,138725550.0,32850.0
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,222,SUV - SMALL_X_AS6_medium,4128,135604800.0,32850.0
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,226,SUV - SMALL_X_AS6_medium,3521,115664850.0,32850.0
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,170,SUV - SMALL_X_AV6_medium,4103,134783550.0,32850.0
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,380,SUV - STANDARD_X_AS6_performance,641,40286850.0,62850.0
TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,255,MINIVAN_X_AS8_large,2455,96113250.0,39150.0
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS8,X,274,MINIVAN_X_AS8_large,2756,107897400.0,39150.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,263,PICKUP TRUCK - SMALL_X_AS6_large,2863,96626250.0,33750.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,268,PICKUP TRUCK - SMALL_X_AS6_large,2450,95917500.0,39150.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,274,PICKUP TRUCK - SMALL_X_AS6_large,2649,89403750.0,33750.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,283,PICKUP TRUCK - SMALL_X_AS6_large,2225,87108750.0,39150.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,301,PICKUP TRUCK - SMALL_X_M6_large,2319,90788850.0,39150.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,334,PICKUP TRUCK - STANDARD_X_AS6_xlarge,1941,89091900.0,45900.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,358,PICKUP TRUCK - STANDARD_X_AS6_performance,1002,50951700.0,50850.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,349,PICKUP TRUCK - STANDARD_X_AS6_xlarge,1719,78902100.0,45900.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,378,PICKUP TRUCK - STANDARD_X_AS6_performance,1499,76224150.0,50850.0
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,155,COMPACT_X_AS6_small,4838,137157300.0,28350.0
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,164,COMPACT_X_M6_small,5030,142600500.0,28350.0
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,173,COMPACT_X_A4_small,5472,155131200.0,28350.0
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,168,COMPACT_X_M5_small,4791,135824850.0,28350.0
ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,196,MID-SIZE_Z_AM7_large,3372,143815800.0,42650.0
ACURA,TLX,COMPACT,2.4,4,AM8,Z,205,COMPACT_Z_AM8_medium,3981,142917900.0,35900.0
ACURA,TLX A-SPEC,COMPACT,2.4,4,AM8,Z,209,COMPACT_Z_AM8_medium,4199,150744100.0,35900.0
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,228,COMPACT_Z_AS9_large,3169,135157850.0,42650.0
ACURA,TLX SH-AWD A-SPEC,COMPACT,3.5,6,AS9,Z,240,COMPACT_Z_AS9_large,3470,147995500.0,42650.0
HONDA,ACCORD,FULL-SIZE,1.5,4,AV,X,168,FULL-SIZE_X_AV_small,3187,128595450.0,40350.0
HONDA,ACCORD,FULL-SIZE,1.5,4,AV7,X,177,FULL-SIZE_X_AV7_small,3068,123793800.0,40350.0
HONDA,ACCORD,FULL-SIZE,1.5,4,M6,X,185,FULL-SIZE_X_M6_small,3384,136544400.0,40350.0
HONDA,ACCORD,FULL-SIZE,2.0,4,M6,X,214,FULL-SIZE_X_M6_medium,2812,119791200.0,42600.0
HONDA,ACCORD SPORT/TOURING,MID-SIZE,2.0,4,AS10,X,211,MID-SIZE_X_AS10_medium,3964,121298400.0,30600.0
HONDA,ACCORD HYBRID,FULL-SIZE,2.0,4,AV,X,118,FULL-SIZE_X_AV_medium,3555,151443000.0,42600.0
HONDA,CIVIC COUPE,COMPACT,1.5,4,AV,X,158,COMPACT_X_AV_small,4468,126667800.0,28350.0
HONDA,CIVIC COUPE,COMPACT,1.5,4,M6,X,158,COMPACT_X_M6_small,4355,123464250.0,28350.0
HONDA,CIVIC COUPE Si,COMPACT,1.5,4,M6,Z,173,COMPACT_Z_M6_small,4444,141541400.0,31850.0
HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4,AV7,Z,170,FULL-SIZE_Z_AV7_small,2986,130936100.0,43850.0
HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4,M6,Z,167,FULL-SIZE_Z_M6_small,3007,131856950.0,43850.0
HONDA,CIVIC SEDAN Si,MID-SIZE,1.5,4,M6,Z,173,MID-SIZE_Z_M6_small,4196,133642600.0,31850.0
HONDA,CIVIC TYPE R,FULL-SIZE,2.0,4,M6,Z,224,FULL-SIZE_Z_M6_medium,3012,138853200.0,46100.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,151,STATION WAGON - SMALL_X_AV_small,3874,109827900.0,28350.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,166,STATION WAGON - SMALL_X_AV7_small,3743,106114050.0,28350.0
HONDA,ODYSSEY,MINIVAN,3.5,6,AS9,X,252,MINIVAN_X_AS9_large,2804,109776600.0,39150.0
HONDA,ODYSSEY TOURING,MINIVAN,3.5,6,AS10,X,247,MINIVAN_X_AS10_large,2377,93059550.0,39150.0
INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,228,MID-SIZE_Z_AS7_medium,3782,128966200.0,34100.0
INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Z,253,MID-SIZE_Z_AS7_large,3492,141076800.0,40400.0
INFINITI,Q50 AWD RED SPORT,MID-SIZE,3.0,6,AS7,Z,260,MID-SIZE_Z_AS7_large,3184,128633600.0,40400.0
INFINITI,Q60 AWD,SUBCOMPACT,3.0,6,AS7,Z,251,SUBCOMPACT_Z_AS7_large,3198,129199200.0,40400.0
INFINITI,Q60 AWD RED SPORT,SUBCOMPACT,3.0,6,AS7,Z,259,SUBCOMPACT_Z_AS7_large,2701,109120400.0,40400.0
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,301,MID-SIZE_Z_AS7_performance,1808,97451200.0,53900.0
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,257,SUV - SMALL_Z_AV7_large,3251,138655150.0,42650.0
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,257,MID-SIZE_Z_AS6_large,2948,125732200.0,42650.0
LEXUS,IS 300,COMPACT,2.0,4,AS8,Z,214,COMPACT_Z_AS8_medium,4162,141924200.0,34100.0
LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,254,COMPACT_Z_AS6_large,3322,141683300.0,42650.0
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,254,COMPACT_Z_AS6_large,2978,127011700.0,42650.0
LEXUS,LC 500,SUBCOMPACT,5.0,8,AS10,Z,286,SUBCOMPACT_Z_AS10_xlarge,2407,123238400.0,51200.0
LEXUS,LC 500h,SUBCOMPACT,3.5,6,AV10,Z,187,SUBCOMPACT_Z_AV10_large,3156,134603400.0,42650.0
LEXUS,LS 500,MID-SIZE,3.4,6,AS10,Z,240,MID-SIZE_Z_AS10_large,3116,131495200.0,42200.0
LEXUS,LS 500 AWD,MID-SIZE,3.4,6,AS10,Z,259,MID-SIZE_Z_AS10_large,2833,119552600.0,42200.0
LEXUS,LS 500h,MID-SIZE,3.5,6,AV10,Z,195,MID-SIZE_Z_AV10_large,3354,143048100.0,42650.0
LEXUS,LS 500h AWD,MID-SIZE,3.5,6,AV10,Z,211,MID-SIZE_Z_AV10_large,3470,147995500.0,42650.0
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,371,SUV - STANDARD_Z_AS8_performance,1046,69402100.0,66350.0
LEXUS,NX 300 AWD,SUV - SMALL,2.0,4,AS6,Z,226,SUV - SMALL_Z_AS6_medium,4147,141412700.0,34100.0
LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,232,SUV - SMALL_Z_AS6_medium,3155,107585500.0,34100.0
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,262,SUBCOMPACT_Z_AS6_large,2586,110292900.0,42650.0
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,262,SUBCOMPACT_Z_AS6_large,2828,120614200.0,42650.0
LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,AS8,X,268,SUV - SMALL_X_AS8_large,3348,131074200.0,39150.0
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,180,COMPACT_X_AS6_medium,4459,136445400.0,30600.0
MAZDA,CX-3,COMPACT,2.0,4,M6,X,189,COMPACT_X_M6_medium,4671,142932600.0,30600.0
MAZDA,CX-5 ,SUV - SMALL,2.0,4,M6,X,206,SUV - SMALL_X_M6_medium,3895,119187000.0,30600.0
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,206,SUV - SMALL_X_AS6_medium,4489,147463650.0,32850.0
MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,201,SUV - SMALL_X_AS6_medium,3881,127490850.0,32850.0
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,217,SUV - SMALL_X_AS6_medium,4013,131827050.0,32850.0
MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,208,SUV - SMALL_X_AS6_medium,4239,139251150.0,32850.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,187,MID-SIZE_X_AS6_medium,3908,128377800.0,32850.0
MAZDA,MAZDA6 TURBO,MID-SIZE,2.5,4,AS6,X,208,MID-SIZE_X_AS6_medium,4079,133995150.0,32850.0
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,188,TWO-SEATER_Z_AS6_medium,1597,73621700.0,46100.0
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,189,TWO-SEATER_Z_M6_medium,2264,104370400.0,46100.0
MITSUBISHI,ECLIPSE CROSS,SUV - SMALL,1.5,4,AV8,X,208,SUV - SMALL_X_AV8_small,4107,116433450.0,28350.0
MITSUBISHI,ECLIPSE CROSS 4WD,SUV - SMALL,1.5,4,AV8,X,216,SUV - SMALL_X_AV8_small,4057,115015950.0,28350.0
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,212,SUV - SMALL_X_AV6_medium,4205,136242000.0,32400.0
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,248,SUV - SMALL_Z_AS6_large,3171,128108400.0,40400.0
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,219,SUV - SMALL_X_AV6_medium,3800,123120000.0,32400.0
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,179,MID-SIZE_X_AV_medium,4537,149040450.0,32850.0
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,185,MID-SIZE_X_AV7_medium,3854,126603900.0,32850.0
NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS7,X,362,SUV - STANDARD_X_AS7_performance,1514,94473600.0,62400.0
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,290,PICKUP TRUCK - SMALL_X_A5_medium,2735,89844750.0,32850.0
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,300,PICKUP TRUCK - SMALL_X_A5_xlarge,1786,73940400.0,41400.0
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,326,PICKUP TRUCK - SMALL_X_A5_xlarge,2127,88057800.0,41400.0
NISSAN,KICKS,MID-SIZE,1.6,4,AV,X,169,MID-SIZE_X_AV_medium,4123,118742400.0,28800.0
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,227,MID-SIZE_Z_AV7_large,3355,143090750.0,42650.0
NISSAN,MICRA,COMPACT,1.6,4,A4,X,188,COMPACT_X_A4_medium,4363,125654400.0,28800.0
NISSAN,MICRA,COMPACT,1.6,4,M5,X,186,COMPACT_X_M5_medium,4796,138124800.0,28800.0
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,218,SPECIAL PURPOSE VEHICLE_X_AV_medium,3448,105508800.0,30600.0
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,259,SUV - SMALL_X_AV_large,3500,137025000.0,39150.0
NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2.0,4,AV,X,196,STATION WAGON - SMALL_X_AV_medium,3578,109486800.0,30600.0
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,205,SUV - SMALL_X_AV_medium,4011,131761350.0,32850.0
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,172,MID-SIZE_X_AV_medium,4177,124056900.0,29700.0
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,187,MID-SIZE_X_M6_medium,4557,135342900.0,29700.0
NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,331,PICKUP TRUCK - STANDARD_X_AS7_performance,1437,72424800.0,50400.0
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,229,MINICOMPACT_Z_M6_medium,2026,93398600.0,46100.0
SUBARU,BRZ tS,MINICOMPACT,2.0,4,M6,Z,239,MINICOMPACT_Z_M6_medium,1859,85699900.0,46100.0
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,AV7,X,188,SUV - SMALL_X_AV7_medium,4253,130141800.0,30600.0
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M6,X,220,SUV - SMALL_X_M6_medium,4014,122828400.0,30600.0
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV7,X,193,MID-SIZE_X_AV7_medium,3205,105284250.0,32850.0
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV7,X,198,SUV - SMALL_X_AV7_medium,4186,137510100.0,32850.0
SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,256,COMPACT_Z_AV8_medium,3433,117065300.0,34100.0
SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,291,COMPACT_Z_M6_medium,3545,128860750.0,36350.0
SUBARU,WRX STI AWD TYPE RA,COMPACT,2.5,4,M6,Z,296,COMPACT_Z_M6_medium,3107,112939450.0,36350.0
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,308,SUV - STANDARD_X_AS5_xlarge,1958,104557200.0,53400.0
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,308,SUV - STANDARD_X_AS5_xlarge,2243,119776200.0,53400.0
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS8,X,164,MID-SIZE_X_AS8_medium,3991,131104350.0,32850.0
TOYOTA,CAMRY LE/SE,MID-SIZE,2.5,4,AS8,X,172,MID-SIZE_X_AS8_medium,4301,141287850.0,32850.0
TOYOTA,CAMRY XLE/XSE,MID-SIZE,2.5,4,AS8,X,173,MID-SIZE_X_AS8_medium,4246,139481100.0,32850.0
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS8,X,210,MID-SIZE_X_AS8_large,3812,149239800.0,39150.0
TOYOTA,CAMRY XSE,MID-SIZE,3.5,6,AS8,X,215,MID-SIZE_X_AS8_large,3331,130408650.0,39150.0
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV6,X,113,MID-SIZE_X_AV6_medium,4710,154723500.0,32850.0
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV6,X,121,MID-SIZE_X_AV6_medium,4290,140926500.0,32850.0
TOYOTA,C-HR,COMPACT,2.0,4,AV7,X,189,COMPACT_X_AV7_medium,4683,143299800.0,30600.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,178,MID-SIZE_X_M6_medium,4398,130620600.0,29700.0
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,105,MID-SIZE_X_AV_medium,5034,149509800.0,29700.0
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,171,SUV - SMALL_X_AV6_medium,4382,143948700.0,32850.0
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,384,SUV - STANDARD_X_AS6_performance,1424,89498400.0,62850.0
TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,256,MINIVAN_X_AS8_large,3051,119446650.0,39150.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,283,PICKUP TRUCK - SMALL_X_AS6_large,2326,91062900.0,39150.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,299,PICKUP TRUCK - SMALL_X_M6_large,2317,90710550.0,39150.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,371,PICKUP TRUCK - STANDARD_X_AS6_performance,1043,53036550.0,50850.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,354,PICKUP TRUCK - STANDARD_X_AS6_xlarge,1392,63892800.0,45900.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,383,PICKUP TRUCK - STANDARD_X_AS6_performance,1255,63816750.0,50850.0
ACURA,ILX,COMPACT,2.4,4,AM8,Z,199,COMPACT_Z_AM8_medium,3902,140081800.0,35900.0
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,252,SUV - SMALL_Z_AS9_large,3264,139209600.0,42650.0
ACURA,MDX SH-AWD A-SPEC,SUV - SMALL,3.5,6,AS9,Z,258,SUV - SMALL_Z_AS9_large,2867,122277550.0,42650.0
ACURA,MDX Hybrid AWD,SUV - SMALL,3.0,6,AM7,Z,210,SUV - SMALL_Z_AM7_large,3009,121563600.0,40400.0
ACURA,RDX AWD,SUV - SMALL,2.0,4,AS10,Z,232,SUV - SMALL_Z_AS10_medium,3567,121634700.0,34100.0
ACURA,RDX AWD A-SPEC,SUV - SMALL,2.0,4,AS10,Z,242,SUV - SMALL_Z_AS10_medium,3459,117951900.0,34100.0
ACURA,RLX Hybrid,MID-SIZE,3.5,6,AM7,Z,196,MID-SIZE_Z_AM7_large,3300,140745000.0,42650.0
HONDA,Accord,FULL-SIZE,1.5,4,AV,X,168,FULL-SIZE_X_AV_small,3300,133155000.0,40350.0
HONDA,Accord,FULL-SIZE,1.5,4,AV7,X,177,FULL-SIZE_X_AV7_small,3301,133195350.0,40350.0
HONDA,Accord,FULL-SIZE,1.5,4,M6,X,185,FULL-SIZE_X_M6_small,3388,136705800.0,40350.0
HONDA,Accord,FULL-SIZE,2.0,4,M6,X,214,FULL-SIZE_X_M6_medium,3283,139855800.0,42600.0
HONDA,Accord Sport/Touring,MID-SIZE,2.0,4,AS10,X,211,MID-SIZE_X_AS10_medium,3449,105539400.0,30600.0
HONDA,Accord Hybrid,FULL-SIZE,2.0,4,AV,X,117,FULL-SIZE_X_AV_medium,3590,152934000.0,42600.0
HONDA,Civic Coupe,COMPACT,1.5,4,AV7,X,167,COMPACT_X_AV7_small,4880,138348000.0,28350.0
HONDA,Civic Coupe,COMPACT,2.0,4,AV,X,164,COMPACT_X_AV_medium,4518,138250800.0,30600.0
HONDA,Civic Coupe,COMPACT,2.0,4,AV7,X,176,COMPACT_X_AV7_medium,5065,154989000.0,30600.0
HONDA,Civic Coupe,COMPACT,2.0,4,M6,X,189,COMPACT_X_M6_medium,4348,133048800.0,30600.0
HONDA,Civic Coupe Si,COMPACT,1.5,4,M6,Z,173,COMPACT_Z_M6_small,4377,139407450.0,31850.0
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,AV,X,162,FULL-SIZE_X_AV_small,3592,144937200.0,40350.0
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,AV7,X,170,FULL-SIZE_X_AV7_small,3250,131137500.0,40350.0
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,M6,X,167,FULL-SIZE_X_M6_small,2957,119314950.0,40350.0
HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,AV7,Z,170,FULL-SIZE_Z_AV7_small,3019,132383150.0,43850.0
HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,M6,Z,167,FULL-SIZE_Z_M6_small,3403,149221550.0,43850.0
HONDA,Civic Sedan,MID-SIZE,1.5,4,AV7,X,165,MID-SIZE_X_AV7_small,4358,123549300.0,28350.0
HONDA,Civic Sedan,MID-SIZE,2.0,4,AV,X,167,MID-SIZE_X_AV_medium,4114,125888400.0,30600.0
HONDA,Civic Sedan,MID-SIZE,2.0,4,M6,X,186,MID-SIZE_X_M6_medium,4389,134303400.0,30600.0
HONDA,Civic Sedan Si,MID-SIZE,1.5,4,M6,Z,173,MID-SIZE_Z_M6_small,3939,125457150.0,31850.0
HONDA,Civic Type R,FULL-SIZE,2.0,4,M6,Z,224,FULL-SIZE_Z_M6_medium,2591,119445100.0,46100.0
HONDA,Fit,STATION WAGON - SMALL,1.5,4,AV,X,151,STATION WAGON - SMALL_X_AV_small,3980,112833000.0,28350.0
HONDA,Fit,STATION WAGON - SMALL,1.5,4,AV7,X,166,STATION WAGON - SMALL_X_AV7_small,4021,113995350.0,28350.0
HONDA,Fit,STATION WAGON - SMALL,1.5,4,M6,X,174,STATION WAGON - SMALL_X_M6_small,4363,123691050.0,28350.0
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,X,181,STATION WAGON - SMALL_X_AV_medium,3870,114939000.0,29700.0
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,X,193,STATION WAGON - SMALL_X_AV_medium,3862,114701400.0,29700.0
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,199,STATION WAGON - SMALL_X_AV7_medium,3400,100980000.0,29700.0
HONDA,Insight EX,MID-SIZE,1.5,4,AV,X,114,MID-SIZE_X_AV_small,4634,131373900.0,28350.0
